time,r2_score,evs
0.05326271057128906,-0.4503492459277294,0.013073461490236582
3.4426705837249756,0.3808392085883828,0.41863007453161005
7.512004613876343,0.37917630909761413,0.4402444124806598
30.4846293926239,0.3811676358122231,0.4364285885843625
12.890788793563843,0.3820756968195651,0.4419637554481948
26.244793176651,0.41803681330951825,0.46984033224953803
19.88612413406372,0.4640645706198574,0.5080519887038077
42.635881423950195,0.9091437837604526,0.9091501464098458
36.16379189491272,0.9550674633448988,0.9551893133975253
60.250213623046875,0.9551231384101555,0.9551257118488345
75.61831212043762,0.9558152821763454,0.9558356081528581
83.171795129776,0.9567448109394366,0.9568120010239192
59.926289796829224,0.9557067758319793,0.9558056199647387
161.54039645195007,0.9577120165510625,0.9577254404442926
313.1059432029724,0.9577970638948096,0.957862422005932
137.7547152042389,0.9614698316423723,0.9614701144819914
179.58784866333008,0.9614176977996818,0.9614369993358124
283.6042573451996,0.9621345614491906,0.9622770891036687
224.79673624038696,0.9604189367713711,0.9604321487013663
138.78448796272278,0.9615627695286687,0.9615664057391786
335.4361846446991,0.9606265323983928,0.9606426070090859
246.29061031341553,0.962763506975727,0.9627637419029147
481.94053649902344,0.9612343823992837,0.9612345764830716
358.93502616882324,0.9601259990148052,0.9601728748805877
325.93875789642334,0.96271704203185,0.9627220067518186
246.3238332271576,0.9613151865172089,0.9613156118764313
464.3213415145874,0.9607574247464535,0.9610219204385427
292.9718236923218,0.9612127628420595,0.9612370007540603
383.26194190979004,0.9597787049822384,0.9597796123952639
